winner,f1,f2,f4mw,f4e,f4s,f4w,EV,n
Gonzaga,Gonzaga,Ohio State,Illinois,Florida State,Ohio State,Gonzaga,2.836666666666668,36.0
Illinois,Texas,Illinois,Illinois,Texas,Baylor,Gonzaga,2.812777777777777,36.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Florida,Gonzaga,2.6399999999999997,13.0
Gonzaga,Gonzaga,Ohio State,West Virginia,Michigan,Ohio State,Gonzaga,2.6114814814814817,54.0
Ohio State,Gonzaga,Ohio State,Houston,Michigan,Ohio State,Gonzaga,2.54,28.0
Ohio State,Gonzaga,Ohio State,Illinois,Texas,Ohio State,Gonzaga,2.535384615384616,26.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Villanova,Gonzaga,2.36551724137931,29.0
Baylor,Kansas,Baylor,Illinois,Alabama,Baylor,Kansas,2.243,20.0
Gonzaga,Gonzaga,Illinois,Illinois,Brigham Young,Baylor,Gonzaga,2.014545454545454,22.0
Gonzaga,Gonzaga,Baylor,Tennessee,Texas,Baylor,Gonzaga,1.9937500000000001,16.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,Villanova,Gonzaga,1.9917647058823529,17.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Texas Tech,Gonzaga,1.8559999999999994,15.0
Baylor,Gonzaga,Baylor,Drexel,Michigan,Baylor,Gonzaga,1.7466666666666673,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Purdue,Gonzaga,1.609166666666667,24.0
Illinois,Virginia,Illinois,Illinois,Michigan,Baylor,Virginia,1.5910000000000002,20.0
Alabama,Alabama,Illinois,Illinois,Alabama,Ohio State,Iowa,1.4346666666666665,15.0
Gonzaga,Gonzaga,Baylor,San Diego State,Michigan,Baylor,Gonzaga,1.21047619047619,21.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Wisconsin,Gonzaga,1.1799999999999997,14.0
Gonzaga,Gonzaga,Ohio State,West Virginia,Florida State,Ohio State,Gonzaga,1.178666666666666,15.0
Illinois,Michigan,Illinois,Illinois,Michigan,Villanova,Gonzaga,1.158461538461538,13.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,North Carolina,Gonzaga,1.070769230769231,13.0
Ohio State,Michigan,Ohio State,Houston,Michigan,Ohio State,Gonzaga,0.9776470588235293,17.0
Gonzaga,Gonzaga,Ohio State,Tennessee,Michigan,Ohio State,Gonzaga,0.9752380952380946,21.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Texas Tech,Gonzaga,0.9662499999999999,16.0
Alabama,Alabama,Illinois,Illinois,Alabama,Baylor,Iowa,0.9428571428571431,14.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,North Carolina,Gonzaga,0.8921428571428572,28.0
Ohio State,Gonzaga,Ohio State,West Virginia,Michigan,Ohio State,Gonzaga,0.8333333333333338,12.0
Ohio State,Michigan,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,0.7451282051282052,39.0
Ohio State,Gonzaga,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,0.676363636363636,22.0
Illinois,Texas,Illinois,Illinois,Texas,Ohio State,Gonzaga,0.5551999999999998,25.0
Alabama,Alabama,Baylor,Illinois,Alabama,Baylor,Gonzaga,0.47588235294117665,68.0
Alabama,Alabama,Illinois,Illinois,Alabama,Baylor,Gonzaga,0.46486486486486467,37.0
Ohio State,Gonzaga,Ohio State,Oklahoma State,Alabama,Ohio State,Gonzaga,0.38545454545454516,11.0
Ohio State,Texas,Ohio State,Illinois,Texas,Ohio State,Gonzaga,0.3709090909090904,11.0
Gonzaga,Gonzaga,Illinois,Illinois,Louisiana State,Ohio State,Gonzaga,0.2637499999999995,16.0
Illinois,Kansas,Illinois,Illinois,Michigan,Ohio State,Kansas,0.11789473684210537,19.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Villanova,Gonzaga,0.11714285714285719,14.0
Illinois,Kansas,Illinois,Illinois,Florida State,Baylor,Kansas,0.10181818181818159,11.0
Gonzaga,Gonzaga,Baylor,Tennessee,Alabama,Baylor,Gonzaga,0.08086956521739143,23.0
Gonzaga,Gonzaga,Illinois,Illinois,Louisiana State,Baylor,Gonzaga,-0.1354285714285713,35.0
Alabama,Alabama,Baylor,Illinois,Alabama,Baylor,Iowa,-0.2726315789473682,19.0
Gonzaga,Gonzaga,Baylor,Tennessee,Michigan,Baylor,Gonzaga,-0.5883333333333334,36.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-0.7162500000000002,48.0
Alabama,Alabama,Baylor,Illinois,Alabama,Baylor,Kansas,-0.856923076923077,13.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Arkansas,Gonzaga,-0.8933333333333332,18.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Arkansas,Gonzaga,-1.1119999999999997,20.0
Gonzaga,Gonzaga,Baylor,Illinois,Connecticut,Baylor,Gonzaga,-1.2066666666666663,27.0
Gonzaga,Gonzaga,Ohio State,West Virginia,Alabama,Ohio State,Gonzaga,-1.2609523809523813,21.0
Gonzaga,Gonzaga,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-1.2878431372549024,102.0
Michigan,Michigan,Houston,Houston,Michigan,Ohio State,Gonzaga,-1.3225,16.0
Alabama,Alabama,Baylor,Houston,Alabama,Baylor,Gonzaga,-1.6008695652173912,23.0
Ohio State,Iowa,Ohio State,Illinois,Alabama,Ohio State,Iowa,-1.7114285714285715,14.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Alabama,Ohio State,Gonzaga,-1.8400000000000003,27.0
Gonzaga,Gonzaga,Baylor,Houston,Brigham Young,Baylor,Gonzaga,-1.9333333333333333,12.0
Gonzaga,Gonzaga,Baylor,Tennessee,Florida State,Baylor,Gonzaga,-1.9909090909090907,11.0
Gonzaga,Gonzaga,Purdue,Illinois,Michigan,Purdue,Gonzaga,-2.0366666666666675,24.0
Gonzaga,Gonzaga,Baylor,Illinois,Maryland,Baylor,Gonzaga,-2.1816666666666666,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Villanova,Gonzaga,-2.2663829787234047,47.0
Gonzaga,Gonzaga,Baylor,Illinois,Louisiana State,Baylor,Gonzaga,-2.4092857142857143,28.0
Ohio State,Michigan,Ohio State,Illinois,Michigan,Ohio State,Iowa,-2.4933333333333336,15.0
Gonzaga,Gonzaga,Baylor,Illinois,Brigham Young,Baylor,Gonzaga,-2.564705882352941,34.0
Gonzaga,Gonzaga,Arkansas,Houston,Michigan,Arkansas,Gonzaga,-2.615,12.0
Michigan,Michigan,Houston,Houston,Michigan,Baylor,Iowa,-2.635714285714286,14.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Florida State,Ohio State,Gonzaga,-2.821428571428572,14.0
Gonzaga,Gonzaga,Baylor,West Virginia,Texas,Baylor,Gonzaga,-2.9863636363636377,44.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Villanova,Gonzaga,-2.9899999999999998,12.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Gonzaga,-3.1973584905660375,53.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Alabama,Baylor,Gonzaga,-3.199333333333333,30.0
Michigan,Michigan,Houston,Houston,Michigan,Ohio State,Iowa,-3.2385714285714284,14.0
Gonzaga,Gonzaga,Tennessee,Tennessee,Michigan,Ohio State,Gonzaga,-3.245333333333333,15.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-3.3454054054054057,37.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Texas,Ohio State,Gonzaga,-3.494285714285714,14.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Gonzaga,-3.5193684210526324,95.0
Michigan,Michigan,Houston,Houston,Michigan,Baylor,Gonzaga,-3.536585365853659,41.0
Gonzaga,Gonzaga,Baylor,Loyola (IL),Michigan,Baylor,Gonzaga,-3.598749999999999,16.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Gonzaga,-3.654933333333334,150.0
Gonzaga,Gonzaga,Texas Tech,Illinois,Alabama,Texas Tech,Gonzaga,-3.6706666666666665,15.0
Gonzaga,Gonzaga,Purdue,Illinois,Alabama,Purdue,Gonzaga,-3.7276923076923065,13.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Iowa,-3.8512500000000003,32.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,North Carolina,Gonzaga,-3.908235294117647,17.0
Gonzaga,Gonzaga,Arkansas,Illinois,Alabama,Arkansas,Gonzaga,-3.9399999999999995,17.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Iowa,-3.971111111111112,18.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Iowa,-4.075238095238095,21.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Gonzaga,-4.120153846153847,130.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Texas,Baylor,Gonzaga,-4.130175438596491,57.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Alabama,Baylor,Gonzaga,-4.164705882352942,51.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Iowa,-4.175833333333334,48.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-4.225137614678898,109.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Iowa,-4.2360869565217385,46.0
Gonzaga,Gonzaga,Illinois,Illinois,Connecticut,Baylor,Gonzaga,-4.264615384615384,26.0
Gonzaga,Gonzaga,Tennessee,Tennessee,Michigan,Baylor,Gonzaga,-4.296190476190477,21.0
Michigan,Michigan,Illinois,Illinois,Michigan,North Carolina,Gonzaga,-4.368333333333333,12.0
Michigan,Michigan,Illinois,Illinois,Michigan,Purdue,Gonzaga,-4.4725,16.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Florida,Gonzaga,-4.535384615384615,13.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Michigan,Ohio State,Gonzaga,-4.715238095238097,42.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Alabama,Ohio State,Gonzaga,-4.821739130434783,23.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Florida State,Baylor,Gonzaga,-4.916296296296296,27.0
Gonzaga,Gonzaga,Baylor,West Virginia,Florida State,Baylor,Gonzaga,-4.919130434782609,23.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-4.9366666666666665,54.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Texas,Ohio State,Gonzaga,-5.093333333333333,12.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Kansas,-5.325333333333335,15.0
Gonzaga,Gonzaga,Baylor,Illinois,Georgetown,Baylor,Gonzaga,-5.526153846153846,13.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Florida State,Baylor,Gonzaga,-5.53125,16.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Texas,Baylor,Gonzaga,-5.618999999999999,20.0
Gonzaga,Gonzaga,Baylor,Georgia Tech,Michigan,Baylor,Gonzaga,-6.0016,25.0
Gonzaga,Gonzaga,Arkansas,Illinois,Michigan,Arkansas,Gonzaga,-6.2228571428571415,28.0
Michigan,Michigan,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-6.236410256410256,39.0
Michigan,Michigan,Ohio State,Houston,Michigan,Ohio State,Gonzaga,-6.363076923076923,13.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Virginia,-6.68,12.0
Gonzaga,Gonzaga,Illinois,Illinois,St. Bonaventure,Baylor,Gonzaga,-6.738666666666666,15.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Kansas,-6.75391304347826,23.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Virginia,-6.759,20.0
Michigan,Michigan,Purdue,Illinois,Michigan,Purdue,Gonzaga,-7.123636363636364,11.0
Michigan,Michigan,West Virginia,West Virginia,Michigan,Ohio State,Gonzaga,-7.25125,16.0
Michigan,Michigan,Houston,Houston,Michigan,Ohio State,Virginia,-7.391666666666667,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Georgetown,Baylor,Gonzaga,-7.4413333333333345,15.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,North Carolina,Gonzaga,-7.525000000000001,12.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Kansas,-7.5807692307692305,26.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Kansas,-7.6494117647058815,17.0
Michigan,Michigan,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-7.697142857142857,14.0
Michigan,Michigan,Illinois,Illinois,Michigan,Villanova,Gonzaga,-7.923636363636363,11.0
Virginia,Virginia,Baylor,Illinois,Michigan,Baylor,Virginia,-8.294166666666667,24.0
Virginia,Virginia,Illinois,Illinois,Alabama,Baylor,Virginia,-8.556666666666668,12.0
Kansas,Kansas,Ohio State,Illinois,Michigan,Ohio State,Kansas,-8.690769230769233,13.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Purdue,Gonzaga,-8.81090909090909,11.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Ohio State,Gonzaga,-8.82,21.0
Michigan,Michigan,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-9.066666666666668,18.0
Virginia,Virginia,Illinois,Illinois,Michigan,Baylor,Virginia,-9.08235294117647,17.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Texas,Ohio State,Gonzaga,-9.122500000000002,16.0
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Iowa,-9.184285714285716,14.0
Gonzaga,Gonzaga,Villanova,Houston,Michigan,Villanova,Gonzaga,-9.275294117647059,17.0
Michigan,Michigan,Illinois,Illinois,Michigan,Arkansas,Gonzaga,-9.33,14.0
Florida State,Florida State,Baylor,Illinois,Florida State,Baylor,Gonzaga,-9.361739130434783,23.0
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-9.407058823529413,34.0
Texas,Texas,Baylor,Illinois,Texas,Baylor,Iowa,-9.434545454545455,11.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Kansas,-9.526153846153848,13.0
Kansas,Kansas,Baylor,Illinois,Michigan,Baylor,Kansas,-9.638000000000002,20.0
Gonzaga,Gonzaga,Baylor,Clemson,Michigan,Baylor,Gonzaga,-9.664615384615384,13.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Iowa,-9.714999999999998,12.0
Michigan,Michigan,Baylor,Tennessee,Michigan,Baylor,Gonzaga,-9.776923076923076,13.0
Gonzaga,Gonzaga,Villanova,Illinois,Alabama,Villanova,Gonzaga,-9.845263157894736,19.0
Florida State,Florida State,Illinois,Illinois,Florida State,Baylor,Gonzaga,-10.06857142857143,14.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-10.158095238095239,42.0
Florida State,Florida State,Baylor,Illinois,Florida State,Baylor,Iowa,-10.198333333333332,12.0
Texas,Texas,Ohio State,Illinois,Texas,Ohio State,Gonzaga,-10.316666666666666,12.0
Gonzaga,Gonzaga,Baylor,Georgia Tech,Texas,Baylor,Gonzaga,-10.803636363636365,11.0
Texas,Texas,Illinois,Illinois,Texas,Baylor,Gonzaga,-10.940740740740742,27.0
Gonzaga,Gonzaga,Villanova,Illinois,Texas,Villanova,Gonzaga,-11.154444444444444,18.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Baylor,Gonzaga,-11.176756756756756,37.0
Gonzaga,Gonzaga,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-11.409999999999997,18.0
Kansas,Kansas,Baylor,Illinois,Alabama,Baylor,Kansas,-11.421428571428569,14.0
Kansas,Kansas,Baylor,Illinois,Texas,Baylor,Kansas,-11.461333333333332,15.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Texas,Baylor,Gonzaga,-11.476363636363637,22.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-11.552142857142856,56.0
Kansas,Kansas,Illinois,Illinois,Michigan,Baylor,Kansas,-11.575999999999999,25.0
Gonzaga,Gonzaga,Villanova,Oklahoma State,Michigan,Villanova,Gonzaga,-11.688333333333333,12.0
Texas,Texas,Baylor,Illinois,Texas,Baylor,Gonzaga,-11.804,25.0
West Virginia,Gonzaga,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-12.15047619047619,21.0
Gonzaga,Gonzaga,Villanova,Illinois,Michigan,Villanova,Gonzaga,-12.189333333333328,30.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-12.241818181818184,11.0
Texas,Texas,Baylor,Oklahoma State,Texas,Baylor,Gonzaga,-12.562857142857142,14.0
Gonzaga,Gonzaga,Loyola (IL),Loyola (IL),Michigan,Baylor,Gonzaga,-12.840000000000002,11.0
Gonzaga,Gonzaga,North Carolina,Illinois,Texas,North Carolina,Gonzaga,-13.054545454545456,11.0
Gonzaga,Gonzaga,Baylor,Drexel,Michigan,Baylor,Gonzaga,-13.503076923076922,13.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-13.506315789473682,19.0
West Virginia,Gonzaga,West Virginia,West Virginia,Michigan,Ohio State,Gonzaga,-13.51111111111111,18.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Florida State,Baylor,Gonzaga,-13.753333333333332,12.0
Arkansas,Gonzaga,Arkansas,Illinois,Michigan,Arkansas,Gonzaga,-14.576666666666668,12.0
North Carolina,Michigan,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-16.212727272727275,11.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-17.034117647058824,17.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-17.38896551724138,29.0
